idx,class,conversation
420,일반 대화,"민수야, 혹시 지금 통화 괜찮아? 급하게 부탁할 게 있어서.
어, 나 지금 점심 먹고 커피 마시는 중이야. 무슨 일 있어?
다름이 아니라 내가 지금 식당인데 지갑을 집에 두고 와서 계산을 못 하고 있어.
저런, 지금 밖인데 지갑 없으면 많이 곤란하겠네. 식당 주인분께는 말씀드렸어?
응, 양해를 구하긴 했는데 혹시 5천 원 정도만 빌려줄 수 있을까?
지금 바로 필요한 거야? 계좌번호 알려주면 바로 보내줄게.
응, 카카오페이로 보내주면 내가 바로 출금해서 계산할 수 있을 것 같아.
알겠어. 지금 앱 켜서 바로 보냈으니까 확인 한번 해봐.
방금 알림 떴다. 진짜 고마워. 내가 사무실 들어가서 바로 갚을게.
친구끼리 뭘 그런 걸로 그래. 조심해서 들어오고 이따 보자."
421,일반 대화,"지은야, 나 지금 택시 타고 이동 중인데 큰일 났어.
왜? 무슨 일이야? 사고라도 난 거야?
아니, 다 도착했는데 카드 결제가 안 된대. 현금이 지금 하나도 없어서 그런가 봐.
아이고, 기사님 기다리시는데 진짜 난감하겠다.
그래서 그런데 기사님 계좌로 2만 원만 대신 입금해줄 수 있을까?
당연하지. 기사님 계좌번호랑 예금주명 문자로 찍어서 보내줘.
정말 고마워. 지금 바로 문자로 전송했어. 확인 부탁해.
응, 지금 확인했고 바로 송금했어. 기사님께 확인해달라고 말씀드려.
다행이다. 기사님이 확인하셨대. 진짜 덕분에 살았다.
별일 아니니 신경 쓰지 마. 조심해서 내려서 이동해.
응, 나중에 밥 한 끼 거하게 살게. 끊을게!"
422,일반 대화,"영희야, 이번 주말에 영수 결혼식 가는 거 맞지?
응, 당연히 가야지. 너도 그때 같이 가는 거 아니었어?
내가 갑자기 지방 출장이 잡혀서 못 갈 것 같아서 연락했어.
아 진짜? 영수가 많이 아쉬워하겠다. 너 꼭 온다고 했잖아.
그러니까 말이야. 미안한데 내 축의금 3만 원 좀 대신 내줄 수 있어?
그래, 어려운 거 아니니까 내가 대신 내줄게. 봉투에 이름만 쓰면 되지?
응, 지금 바로 너한테 보낼 테니까 내 이름으로 부탁 좀 할게.
알겠어. 걱정 말고 출장 잘 다녀와. 식권은 내가 먹는다?
하하, 그래. 맛있는 거 많이 먹고 사진도 좀 찍어서 보내줘.
오케이, 내가 인증샷 제대로 남겨서 보내줄게. 수고해."
423,일반 대화,"철수야, 아까 점심 먹은 거 지금 정산하려고 하거든.
아 맞다. 내가 업무 때문에 정신이 없어서 깜빡하고 있었네.
영수증 보니까 총 4만 원 나왔더라고. 딱 반반하면 될 것 같아.
그래? 그럼 내가 2만 원 보내면 되는 거지? 계좌 그대로지?
응 맞아. 내 카카오뱅크 계좌 알지? 거기로 보내주면 돼.
오케이, 지금 앱 켜서 바로 입금했어. 확인 한번 부탁해.
잠시만... 어, 지금 막 입금 알림 떴어. 정확하게 들어왔네.
오늘 밥 진짜 맛있더라. 다음에는 내가 맛집 알아올게.
그래 좋아. 다음에는 네가 추천하는 곳으로 한번 가보자.
알겠어. 그럼 남은 오후도 업무 파이팅하고 이따 보자.
그래 너도 수고하고 이따 퇴근할 때 엘리베이터에서 봐."
424,일반 대화,"식후 커피는 누가 살까? 공평하게 가위바위보로 정할까?
좋아. 오늘 날씨도 좋은데 진 사람이 시원하게 쏘기로 하자.
그래. 진 사람이 2만 원 내는 거다? 안 내면 진 거 가위바위보!
아싸! 내가 주먹 냈으니까 내가 이겼다. 잘 마실게 친구야.
아, 내가 졌네. 오늘따라 운이 없네. 알겠어 내가 살게.
여기 새로 생긴 카페 라떼가 진짜 맛있다던데 거기로 가자.
그래그래. 너 먹고 싶은 거 다 골라. 내가 결제할게.
오, 진짜? 그럼 나 케이크도 한 조각 먹어도 돼?
하하, 그래. 기분이다. 케이크까지 내가 쏠게. 가자.
역시 내 친구 최고네. 잘 먹겠습니다!"
425,일반 대화,"어? 성민야, 혹시 지금 네 계좌로 입금 알림 왔어?
어? 방금 5만 원 들어왔다고 알림 떴는데 이거 너야?
아, 내가 다른 사람한테 보내려다 실수로 너한테 잘못 보냈어.
깜짝이야. 나는 네가 갑자기 용돈 주는 줄 알고 좋아했잖아.
미안미안. 번거롭겠지만 다시 내 계좌로 돌려줄 수 있어?
알겠어. 너 국민은행 계좌 쓰는 거 맞지? 지금 바로 보낼게.
응 맞아. 바쁠 텐데 귀찮게 해서 정말 미안해.
아니야. 실수할 수도 있지. 지금 보냈으니까 확인해봐.
오, 바로 들어왔네. 빠르게 처리해줘서 정말 고맙다.
별말씀을요. 다음부터는 보낼 때 이름 잘 확인하고 보내.
응, 명심할게. 이따가 내가 캔커피 하나 사갈게."
426,일반 대화,"자, 다들 업무 중에 잠시만 주목해주세요. 공지할 게 있어요.
무슨 일이야? 또 회식 잡힌 건 아니지?
아니요, 이번 달 동아리 회비 걷을 시간이 다가와서요.
아, 벌써 시간이 그렇게 됐나? 저번 달에 낸 것 같은데.
이번 달은 연말 행사가 있어서 평소보다 많은 만 원씩이에요.
알겠어. 총무님 고생이 많네. 총무 계좌로 보내면 되지?
네 맞아요. 오늘 퇴근 전까지 입금 부탁드릴게요.
지금 바로 인터넷 뱅킹으로 보냈어. 확인해줄래?
네, {f2}님 입금 확인되었습니다. 협조해주셔서 감사합니다.
그래, 행사 준비하느라 고생해. 필요한 거 있으면 말하고."
427,일반 대화,"민수야, 다음 주 화요일이 지훈이 생일인 거 알고 있어?
아 맞다. 달력에 표시해뒀는데 깜빡하고 있었네. 벌써 다음 주야?
응, 그래서 말인데 우리끼리 돈 모아서 큰 거 하나 사줄까?
오, 그거 좋은 생각이다. 각자 사는 것보다 그게 낫겠다.
내 생각에는 인당 커피값 정도면 에어팟 사줄 수 있을 것 같아.
그래. 가격도 부담 없고 딱 좋네. 내가 총대 메고 모을게.
아니야, 내가 이미 애들한테 말해뒀으니까 나한테 보내줘.
알겠어. 그럼 오늘 중으로 네 계좌로 바로 쏠게.
응, 돈 다 모이면 내가 주말에 백화점 가서 사올게.
그래, 수고가 많다. 선물 전달할 때 다 같이 모이자.
좋아. 식당 예약은 내가 알아보고 단톡방에 올릴게."
428,일반 대화,"민수야, 너 지금 백화점 쇼핑하러 나갔다고 했지?
응, 지금 막 도착해서 둘러보고 있어. 왜 필요한 거 있어?
혹시 쇼핑하고 돌아오는 길에 내 화장품 좀 사다 줄 수 있어?
그래 어려운 거 아니니까. 어떤 거? 브랜드랑 제품명 알려줘.
A브랜드 수분크림 하나면 돼. 아마 점심값 정도 할 거야.
알겠어. 매장 보이면 바로 사서 들어갈게. 집으로 가면 돼?
응, 돈은 지금 바로 카카오페이로 보낼 테니까 확인해봐.
오케이, 입금 확인했어. 쇼핑 끝나고 바로 갈게.
짐도 많을 텐데 부탁 들어줘서 정말 고마워. 이따 보자.
응, 맛있는 간식 사 들고 갈 테니까 기다리고 있어."
429,일반 대화,"안녕하세요, 당근마켓 보고 연락드렸는데요. 물건 팔렸나요?
아니요, 아직 구매 가능하세요. 문의주셔서 감사합니다.
사진 보니까 상태가 좋아 보이는데 사용감은 어떤가요?
네, 제가 구매하고 나서 한 번밖에 안 써서 거의 새것 같아요.
그렇군요. 그럼 혹시 5만 원에 거래 가능할까요?
네, 쿨거래 해주시면 그 가격에 드릴게요. 어디서 뵐까요?
감사합니다. 제가 그쪽 동네 역 앞 편의점으로 갈게요.
알겠습니다. 그럼 오늘 저녁 7시에 뵙겠습니다.
네, 도착하면 다시 연락드리겠습니다. 조심히 나오세요.
네, 저도 시간 맞춰서 나가겠습니다. 이따 뵙겠습니다."
430,일반 대화,"철수야, 저번에 내가 급하게 빌렸던 돈 지금 갚으려고.
아, 급한 거 아니라고 했는데 벌써 갚으려고? 천천히 줘도 돼.
아니야, 월급 들어와서 바로 갚는 게 내 마음이 편해서 그래.
그래? 그럼 나야 고맙지. 무리하는 거 아니지?
전혀 아니야. 방금 점심값 입금했으니까 확인 한번 해봐.
응, 지금 알림 울려서 봤어. 정확하게 잘 들어왔네.
그때 네가 바로 빌려줘서 진짜 큰 도움 됐어. 고마워.
친구끼리 돕고 사는 거지. 다음에 밥이나 한번 먹자.
그래. 시간 날 때 내가 맛있는 거 살게. 연락할게.
오케이, 주말 잘 보내고 다음에 보자. 안녕!"
431,일반 대화,"미소야, 주말 잘 보냈어? 날씨가 많이 춥더라.
응, 너도 잘 쉬었어? 나는 집에서 넷플릭스만 봤어.
다름이 아니라 저번에 우리 밥 먹고 정산한 거 말이야.
아! 맞다. 내가 아직 너한테 입금 안 했었나?
응, 아마 바빠서 깜빡한 것 같아서 연락했어.
진짜 미안해. 내가 요즘 정신이 없어서 완전히 잊고 있었네.
아니야 사과할 것까진 없어. 시간 날 때 보내주면 돼.
지금 바로 앱 켜서 보냈어. 늦어서 정말 미안해!
방금 들어왔어. 괜찮으니까 너무 신경 쓰지 마.
챙겨줘서 고맙다. 다음에는 내가 안 까먹고 칼같이 줄게.
그래, 남은 하루도 잘 보내고 다음에 회사에서 보자."
432,일반 대화,"동현야, 정말 미안한데 부탁 하나만 해도 될까?
왜 그렇게 뜸을 들여? 무슨 일인데? 말해봐.
내가 이번 달 카드값이 너무 많이 나와서 그런데 5천 원만 빌려줄 수 있어?
아, 어쩌지... 나도 이번 달에 경조사가 많아서 여유가 없는데.
아 그렇구나. 내가 너무 곤란한 부탁을 했네. 미안해.
아니야, 도움이 못 돼서 내가 더 미안해. 급한 일이야?
아니야, 다른 방법 알아볼게. 신경 쓰지 말고 일 봐.
그래, 잘 해결되길 바랄게. 다음에 밥이나 먹자.
응, 걱정해줘서 고마워. 나중에 다시 연락할게.
응, 너무 무리하지 말고. 힘내!"
433,일반 대화,"철수야, 혹시 지금 지갑에 현금 좀 가지고 있어?
아니, 나도 요즘은 카드만 들고 다니는데 왜 그래?
축의금 내야 하는데 근처에 ATM이 안 보여서 그래.
아, 저기 편의점 안에 ATM 기기 있는 것 같던데?
정말? 내가 못 봤나 봐. 혹시 내가 카드 줄 테니 뽑아다 줄 수 있어?
그래 알겠어. 내가 가서 뽑아다 줄게. 비밀번호는?
비밀번호는 카톡으로 보낼게. 수수료 나오면 내가 낼게.
알겠어. 잠깐만 기다려. 5분이면 다녀올 수 있어.
땡큐. 짐 지키고 있을게. 진짜 고맙다.
자 여기 현금이랑 카드. 수수료는 안 나왔어."
434,일반 대화,"이번 여행 갈 때 환전 얼마나 할 생각이야?
글쎄, 쇼핑을 많이 안 할 거라 적당히 하려고 생각 중이야.
나도 한 30만 원 정도만 할까 생각 중인데 부족하진 않겠지?
그 정도면 식비랑 교통비 하고도 충분할 것 같은데?
혹시 부족하면 현지에서 신용카드 쓰지 뭐.
맞아. 요즘은 해외에서도 카드 안 되는 곳 거의 없으니까.
그럼 내일 점심시간에 회사 앞 은행 같이 갈래?
그래 좋아. 우대 환율 쿠폰 있는지 내가 찾아볼게.
오, 센스쟁이. 그럼 내일 12시에 로비에서 만나자.
알겠어. 여권 챙기는 거 잊지 말고 내일 봐."
435,일반 대화,"동현야, 넷플릭스 1/4 요금 입금할 때가 된 것 같아.
아, 벌써 한 달이 지났나? 시간 진짜 빠르네.
응, 그리고 이번 달부터 요금이 조금 올라서 금액이 바뀌었어.
그래? 그럼 내가 총 얼마 보내면 되는 거야?
계산해보니까 2만 원 보내주면 될 것 같아.
알겠어. 지금 바로 토스로 보낼게. 잠시만 기다려.
응, 입금 확인했어. 주말에 재밌는 거 많이 봐.
오케이, 너도 주말 잘 보내고 추천작 있으면 알려줘.
요즘 새로 나온 드라마 재밌던데 나중에 공유해줄게.
좋아. 그럼 나중에 톡 할게. 안녕!"
436,일반 대화,"현우야, 나 치킨 기프티콘 하나 있는데 너 쓸래?
오, 갑자기 치킨? 무슨 일이야? 그냥 주는 거야?
선물 받았는데 내가 지금 다이어트 중이라 못 먹을 것 같아서.
아하, 그래서 나한테 파는 거야? 얼마에 줄 건데?
응, 원래 2만 원짜리인데 너한테는 {amt}에 줄게.
오, 가격 괜찮네. 오늘 저녁에 치맥 해야겠다. 콜!
그래 잘됐다. 이미지 바로 보낼 테니까 입금해줘.
지금 바로 보냈어. 덕분에 싸게 먹네. 고마워.
맛있게 먹어. 나는 닭가슴살이나 먹어야겠다.
다이어트 성공하길 바란다. 나중에 살 빼면 맛난 거 사줄게.
그래 그 말 잊지 마라. 이따 연락할게."
437,일반 대화,"수진야, 미안한데 네 계좌번호 좀 다시 알려줄래?
응? 갑자기 계좌는 왜? 무슨 일 있어?
아까 밥 먹은 거 정산해서 보내려는데 기록이 없어서.
아, 저번에 보낸 적 없었나? 괜찮은데 천천히 주지.
아니야, 잊어버리기 전에 깔끔하게 정산해야 내 마음이 편해.
알겠어. 국민은행 123-456... 여기로 보내면 돼.
응 지금 바로 보냈어. 입금자명 확인 한번 해봐.
잘 들어왔네. 고마워. 남은 오후도 수고해.
응 너도 고생하고 이따 퇴근할 때 보자.
그래, 조심해서 일해. 안녕!"
438,일반 대화,"동현야, 아까 우리 점심 먹은 식당 영수증 가지고 있어?
응, 지갑에 넣어놨어. 근데 영수증은 갑자기 왜?
회사에 야근 식대 청구해야 해서 증빙이 필요해서 그래.
아, 법인카드 안 가져가고 네 개인카드로 긁었었구나.
응, 깜빡하고 법카를 두고 나와서 내 걸로 결제했거든.
자 여기 있어. 사진 찍어서 올리면 되는 거지?
고마워. 이거 없으면 내 생돈 날릴 뻔했다. 다행이다.
꼼꼼하게 잘 챙겨. 다음에는 법카 꼭 챙기고.
그래야지. 덕분에 살았다. 이따 커피 한잔 살게.
오예, 그럼 나는 아이스 아메리카노로 부탁해."
439,일반 대화,"아 어떡하지... 나 아무래도 지갑을 잃어버린 것 같아.
뭐? 진짜? 어디서 잃어버린 것 같은지 기억나?
아까 점심 먹고 카페에 갔을 때 테이블에 두고 온 것 같아.
그럼 빨리 카페에 전화해봐. 직원분이 보관하고 계실 수도 있어.
지금 통화 중이라는데 마음이 너무 급하네. 현금도 많은데.
일단 진정하고 카드 정지부터 신청하는 게 좋겠어.
그래야겠다. 혹시 누가 주워서 썼을까 봐 너무 불안해.
내가 지금 같이 가줄까? 혼자 가면 경황없을 텐데.
그래주면 정말 고맙지. 지금 당장 나가보자.
응, 겉옷 챙겨서 나와. 내가 로비에서 기다릴게.
알겠어. 빨리 갈게. 진짜 미안하고 고마워."
440,일반 대화,"준호야, 혹시 지금 통화 괜찮아? 급하게 부탁할 게 있어서.
어, 나 지금 점심 먹고 커피 마시는 중이야. 무슨 일 있어?
다름이 아니라 내가 지금 식당인데 카드를 잃어버린 것 같아서 계산을 못 하고 있어.
저런, 지금 밖인데 지갑 없으면 많이 곤란하겠네. 식당 주인분께는 말씀드렸어?
응, 양해를 구하긴 했는데 혹시 15,000원 정도만 빌려줄 수 있을까?
지금 바로 필요한 거야? 계좌번호 알려주면 바로 보내줄게.
응, 카카오페이로 보내주면 내가 바로 출금해서 계산할 수 있을 것 같아.
알겠어. 지금 앱 켜서 바로 보냈으니까 확인 한번 해봐.
방금 알림 떴다. 진짜 고마워. 내가 사무실 들어가서 바로 갚을게.
친구끼리 뭘 그런 걸로 그래. 조심해서 들어오고 이따 보자."
